Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1491630,00000173,false,Rx,0,8,03,FB,00,02,20,00,D2,9F,
1492934,00000200,false,Rx,0,8,00,00,84,FF,FF,00,FF,C0,
1495205,000000AB,false,Rx,0,8,22,F8,04,00,00,D0,FF,FF,
1496466,00000276,false,Rx,0,8,C0,00,00,00,00,C0,FF,FF,
1496467,00000199,false,Rx,0,6,6A,FE,E1,7E,00,20,00,00,
1496469,0000019A,false,Rx,0,6,24,FE,45,7F,00,10,00,00,
1498438,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
1498439,0000043D,false,Rx,0,8,0A,D4,CF,68,51,1B,80,61,
1500312,000000D9,false,Rx,0,8,2B,FB,00,10,00,F0,7F,CF,
1500313,000000A5,false,Rx,0,8,93,0D,FF,F7,FF,00,00,C1,
1500314,000000A7,false,Rx,0,7,73,FD,FF,F0,FF,FF,0F,00,
1500314,000000DC,false,Rx,0,6,9F,0D,22,D0,07,EE,00,00,
1500315,000003FD,false,Rx,0,5,8A,0D,20,FF,FF,00,00,00,
1501517,00000201,false,Rx,0,8,A1,BA,D3,C9,00,FF,F0,FF,
1501518,00000302,false,Rx,0,7,21,FE,B6,6F,01,00,00,00,
1503495,000001A1,false,Rx,0,5,61,C7,00,00,81,00,00,00,
1503496,00000197,false,Rx,0,4,3D,0B,FE,FC,00,00,00,00,
1505656,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1505657,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1505657,0000019F,false,Rx,0,6,B8,F0,02,80,00,10,00,00,
1508320,0000003C,false,Rx,0,8,37,AD,02,92,01,00,2A,FF,
1510389,000000D9,false,Rx,0,8,A5,FC,00,10,00,F0,7F,CF,
1510390,000000FA,false,Rx,0,8,05,FD,FD,FD,FD,FD,FD,E9,
1510390,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
1510391,0000031C,false,Rx,0,8,FF,3F,FF,FF,09,00,40,FD,
1511549,00000265,false,Rx,0,8,F1,66,88,13,70,30,FF,FF,
1511549,000002FA,false,Rx,0,8,FD,FF,FF,17,3B,17,3B,14,
1511550,0000038C,false,Rx,0,2,F7,FF,00,00,00,00,00,00,
1513473,000001DD,false,Rx,0,8,00,00,00,F0,FF,FF,FF,FF,
1513474,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
1513474,000001C3,false,Rx,0,8,17,47,00,00,00,00,00,00,
1516145,0000021D,false,Rx,0,8,00,00,00,FF,FF,FF,FF,FF,
1516146,00000203,false,Rx,0,8,A3,87,00,FF,FF,FF,00,C0,
1516147,00000199,false,Rx,0,6,16,F1,E1,7E,00,20,00,00,
1516147,0000019A,false,Rx,0,6,30,F1,4A,7F,00,10,00,00,
1518404,000000CA,false,Rx,0,8,5A,22,00,00,00,00,FD,F7,
1518405,000001E4,false,Rx,0,8,B1,0C,61,61,11,11,11,11,
1519687,000001C0,false,Rx,0,8,8D,31,00,40,63,55,55,57,
1519688,000002EB,false,Rx,0,8,01,F1,11,11,11,62,11,FF,
1519688,000000D9,false,Rx,0,8,F8,FD,00,10,00,F0,7F,CF,
1519688,000000A5,false,Rx,0,8,74,0E,FF,F7,FF,00,00,C1,
1520795,000000A7,false,Rx,0,7,B9,FE,FF,F0,FF,FF,0F,00,
1520796,000000DC,false,Rx,0,6,21,0E,22,D0,07,EE,00,00,
1520796,0000032B,false,Rx,0,8,C0,00,33,39,FF,FF,FF,FF,
1523555,000001A1,false,Rx,0,5,09,C8,00,00,81,00,00,00,
1525624,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1525625,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1525625,00000296,false,Rx,0,5,99,EA,FE,FF,14,00,00,00,
1526646,0000019F,false,Rx,0,6,59,F2,FC,7F,00,10,00,00,
1528086,0000036E,false,Rx,0,5,86,FD,FE,FF,14,00,00,00,
1528086,000001DB,false,Rx,0,8,8C,00,0A,6E,50,08,1A,FF,
1528087,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
1529698,000001BB,false,Rx,0,8,FF,FF,00,FF,FF,FF,FF,FF,
1529699,000000D9,false,Rx,0,8,1F,FE,00,10,00,F0,7F,CF,
1531518,000000FA,false,Rx,0,8,00,D4,00,E0,7F,01,0A,C4,
1531518,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
1533975,00000197,false,Rx,0,4,B7,0C,FE,FC,00,00,00,00,
1533975,000001B3,false,Rx,0,8,C4,12,00,0B,00,FF,FF,96,
1536659,00000199,false,Rx,0,6,C2,F3,E1,7E,00,20,00,00,
1536659,0000019A,false,Rx,0,6,11,F3,44,7F,00,10,00,00,
1540827,000000D9,false,Rx,0,8,1E,F0,00,10,00,F0,7F,CF,
1540829,000000A5,false,Rx,0,8,75,00,FF,F7,FF,00,00,C1,
1540829,000000A7,false,Rx,0,7,3A,F0,FF,F0,FF,FF,0F,00,
1540829,000000DC,false,Rx,0,6,37,00,22,D0,07,EE,00,00,
1540830,00000095,false,Rx,0,8,64,68,96,00,00,F0,00,00,
1541623,000001CE,false,Rx,0,8,64,68,96,00,00,F0,00,00,
1541623,000001CF,false,Rx,0,8,64,68,96,00,00,F0,00,00,
1541624,00000173,false,Rx,0,8,6B,F1,00,02,20,00,D2,9F,
1541624,00000302,false,Rx,0,7,68,F3,B6,6F,01,00,00,00,
1543572,000001A1,false,Rx,0,5,94,C9,00,00,81,00,00,00,
1545680,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1545681,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1545681,0000019F,false,Rx,0,6,64,F4,04,80,00,10,00,00,
1548601,000002A5,false,Rx,0,2,FE,FE,00,00,00,00,00,00,
1550090,000002BB,false,Rx,0,5,8E,F5,3F,00,F2,00,00,00,
1550091,000000D9,false,Rx,0,8,43,F1,00,10,00,F0,7F,CF,
1550091,000000FA,false,Rx,0,8,02,C0,08,00,C8,07,D0,D7,
1551194,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
1551194,00000201,false,Rx,0,8,B5,BA,E6,C9,00,FF,F0,FF,
1551195,0000030C,false,Rx,0,5,94,F4,FE,FF,14,00,00,00,
1551195,000002C4,false,Rx,0,8,00,00,00,FF,FF,00,00,0F,
1551196,0000029D,false,Rx,0,8,FF,FF,FF,FF,0F,FF,FF,FF,
1553377,000002A7,false,Rx,0,5,C0,FD,FE,FF,14,00,00,00,
1553378,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
1556704,00000199,false,Rx,0,6,A3,F5,E1,7E,00,20,00,00,
1556705,0000019A,false,Rx,0,6,3E,F5,40,7F,00,10,00,00,
1558443,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
1559688,000001C0,false,Rx,0,8,6A,32,00,40,63,55,55,57,
1559689,000000D9,false,Rx,0,8,A4,F2,00,10,00,F0,7F,CF,
1559690,000000A5,false,Rx,0,8,28,01,FF,F7,FF,00,00,C1,
1560936,000000A7,false,Rx,0,7,7C,F1,FF,F0,FF,FF,0F,00,
1560936,000000DC,false,Rx,0,6,5D,01,22,D0,07,EE,00,00,
1563587,000001A1,false,Rx,0,5,2E,CA,00,00,81,00,00,00,
1563588,00000197,false,Rx,0,4,38,0D,FE,FC,00,00,00,00,
1565683,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1565683,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1566767,0000019F,false,Rx,0,6,0A,F6,07,80,00,10,00,00,
1568619,000001DB,false,Rx,0,8,8C,00,0A,6E,50,08,1A,FF,
1568620,000002E0,false,Rx,0,6,20,F5,75,40,24,FF,00,00,
1568620,00000065,false,Rx,0,8,01,83,30,03,FF,FF,FF,FF,
1569389,000002EB,false,Rx,0,8,E6,F2,11,11,11,62,11,FF,
1570621,000000D9,false,Rx,0,8,F9,F3,00,10,00,F0,7F,CF,
1570622,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
1570623,000000FA,false,Rx,0,8,03,10,08,02,38,59,28,CA,
1571601,00000284,false,Rx,0,8,C8,80,0C,FF,FF,FF,FF,0F,
1571602,000001AE,false,Rx,0,3,07,65,1A,00,00,00,00,00,
1571602,000001E4,false,Rx,0,8,EC,0D,61,61,11,11,11,11,
1575428,00000102,false,Rx,0,8,9F,94,F0,FF,FF,FF,FF,FF,
1575429,00000105,false,Rx,0,8,63,A4,00,F0,FF,FF,FF,FF,
1576710,00000199,false,Rx,0,6,77,F7,E1,7E,00,20,00,00,
1576711,0000019A,false,Rx,0,6,EA,F7,40,7F,00,10,00,00,
1579651,00000376,false,Rx,0,3,E7,13,11,00,00,00,00,00,
1579652,000000D9,false,Rx,0,8,77,F4,00,10,00,F0,7F,CF,
1579652,000000A5,false,Rx,0,8,CF,02,FF,F7,FF,00,00,C1,
1580849,000000A7,false,Rx,0,7,B6,F2,FF,F0,FF,FF,0F,00,
1580850,000000DC,false,Rx,0,6,E3,02,22,D0,07,EE,00,00,
1580850,00000163,false,Rx,0,8,C7,F7,04,25,13,15,04,F5,
1582241,00000302,false,Rx,0,7,6D,F7,B6,6F,01,00,00,00,
1583524,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
1585796,00000378,false,Rx,0,8,48,F5,61,21,FF,10,FF,6F,
1585797,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1585797,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1586726,0000019F,false,Rx,0,6,FA,F8,FC,7F,00,10,00,00,
1586727,00000301,false,Rx,0,7,C7,C8,04,72,FF,FF,2F,00,
1588591,0000012F,false,Rx,0,8,D5,7B,FA,DD,FF,FF,FF,00,
1588592,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
1590449,000000D9,false,Rx,0,8,2A,F5,00,10,00,F0,7F,CF,
1590450,000000FA,false,Rx,0,8,05,86,12,08,76,76,76,00,
1590451,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
1590452,000003E9,false,Rx,0,8,FF,FF,0F,FF,FF,FF,FF,FF,
1591644,00000510,false,Rx,0,8,40,10,00,02,02,92,01,00,
1591645,00000173,false,Rx,0,8,E5,F6,00,02,20,00,D2,9F,
1593899,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
1593900,00000197,false,Rx,0,4,B4,0E,FE,FC,00,00,00,00,
1596726,00000199,false,Rx,0,6,61,F9,E1,7E,00,20,00,00,
1596727,0000019A,false,Rx,0,6,FC,F9,40,7F,00,10,00,00,
1598936,000000CA,false,Rx,0,8,07,23,00,00,00,00,FD,F7,
1598938,0000037F,false,Rx,0,2,FF,F0,00,00,00,00,00,00,
1598939,000001C0,false,Rx,0,8,37,33,00,40,63,55,55,57,
1600607,000000D9,false,Rx,0,8,CD,F6,00,10,00,F0,7F,CF,
1600608,000000A5,false,Rx,0,8,92,03,FF,F7,FF,00,00,C1,
1600609,000000A7,false,Rx,0,7,F0,F3,FF,F0,FF,FF,0F,00,
1600610,00000095,false,Rx,0,8,64,68,96,00,00,F0,00,00,
1600611,000000DC,false,Rx,0,6,89,03,22,D0,07,EE,00,00,
1601596,00000201,false,Rx,0,8,C8,BA,FA,C9,00,FF,F0,FF,
1601598,000001CE,false,Rx,0,8,64,68,96,00,00,F0,00,00,
1601599,000001CF,false,Rx,0,8,64,68,96,00,00,F0,00,00,
1601600,00000297,false,Rx,0,7,B3,F4,F0,E0,F0,F0,A8,00,
1601601,000003B4,false,Rx,0,8,FF,FF,FC,FF,F8,F8,00,FF,
1602647,000003FD,false,Rx,0,5,30,0E,20,FF,FF,00,00,00,
1602648,000001A1,false,Rx,0,5,47,CC,00,00,81,00,00,00,
1605742,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1605743,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1605744,0000019F,false,Rx,0,6,60,FA,F8,7F,00,10,00,00,
1608370,0000036F,false,Rx,0,5,F3,FE,FE,FF,14,00,00,00,
1608372,000001DB,false,Rx,0,8,8C,00,0A,6E,50,08,1A,FF,
1608373,0000003C,false,Rx,0,8,D0,AE,02,92,01,00,2A,FF,
1610640,000000D9,false,Rx,0,8,90,F7,00,10,00,F0,7F,CF,
1610642,000000FA,false,Rx,0,8,05,FD,FD,FD,FD,FD,FD,E9,
1610643,0000026B,false,Rx,0,8,59,18,FD,FF,FF,FF,FF,FF,
1610644,000001C8,false,Rx,0,8,00,00,00,00,F0,31,FF,FF,
1611668,00000265,false,Rx,0,8,F1,66,88,13,70,30,FF,FF,
1611670,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
1611671,00000340,false,Rx,0,2,F3,FF,00,00,00,00,00,00,
1614853,0000042B,false,Rx,0,4,95,1F,72,30,00,00,00,00,
1616714,00000199,false,Rx,0,6,B3,FB,D7,7E,00,20,00,00,
1616716,0000019A,false,Rx,0,6,28,FB,40,7F,00,10,00,00,
1618462,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
1618466,000002EB,false,Rx,0,8,BB,F3,11,11,11,62,11,FF,
1618468,000001E4,false,Rx,0,8,0B,0E,61,61,11,11,11,11,
1620356,000000D9,false,Rx,0,8,CC,F8,00,10,00,F0,7F,CF,
1620359,000000A5,false,Rx,0,8,1C,04,FF,F7,FF,00,00,C1,
1620361,000000A7,false,Rx,0,7,3F,F4,FF,F0,FF,FF,0F,00,
1620363,000000DC,false,Rx,0,6,82,04,22,D0,07,EE,00,00,
1621780,00000302,false,Rx,0,7,62,FB,B6,6F,01,00,00,00,
1623503,000001A1,false,Rx,0,5,DA,CD,00,00,81,00,00,00,
1623506,00000197,false,Rx,0,4,BD,00,FE,FC,00,00,00,00,
1625693,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1625695,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1625697,0000019F,false,Rx,0,6,E7,FC,03,80,00,10,00,00,
1630423,000000D9,false,Rx,0,8,91,F9,00,10,00,F0,7F,CF,
1630425,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
1633337,000002A7,false,Rx,0,5,7A,FE,FE,FF,14,00,00,00,
1633340,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
1634684,000001B3,false,Rx,0,8,C4,12,00,0C,00,FF,FF,97,
1636350,000000FA,false,Rx,0,8,00,E4,00,E0,7F,01,0A,C4,
1636353,00000199,false,Rx,0,6,D4,FD,E1,7E,00,20,00,00,
1636356,0000019A,false,Rx,0,6,49,FD,40,7F,00,10,00,00,
1638289,00000314,false,Rx,0,5,50,80,1D,FF,FF,00,00,00,
1638291,00000349,false,Rx,0,5,FE,FF,FE,FF,FF,00,00,00,
1639688,000001C0,false,Rx,0,8,B9,34,00,40,63,55,55,57,
1639690,000000D9,false,Rx,0,8,76,FA,00,10,00,F0,7F,CF,
1639692,000000A5,false,Rx,0,8,41,05,FF,F7,FF,00,00,C1,
1640705,000000C0,false,Rx,0,2,F2,40,00,00,00,00,00,00,
1640707,000000A7,false,Rx,0,7,79,F5,FF,F0,FF,FF,0F,00,
1640709,000000DC,false,Rx,0,6,E8,05,22,D0,07,EE,00,00,
1641788,00000173,false,Rx,0,8,03,FB,00,02,20,00,D2,9F,
1643452,000001A1,false,Rx,0,5,60,CE,00,00,81,00,00,00,
1645667,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1645669,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1646683,0000019F,false,Rx,0,6,48,FE,F9,7F,00,10,00,00,
1648165,000001DB,false,Rx,0,8,8C,00,0A,6E,50,08,1A,FF,
1648167,000001E1,false,Rx,0,6,A8,F8,00,FF,FF,FF,00,00,
1648170,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
1650080,000002BB,false,Rx,0,5,34,F6,3F,00,F2,00,00,00,
1650083,000000D9,false,Rx,0,8,2B,FB,00,10,00,F0,7F,CF,
1650084,000000FA,false,Rx,0,8,02,C0,08,00,C8,07,D0,D7,
1650086,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
1651308,00000201,false,Rx,0,8,DC,BA,0D,CA,00,FF,F0,FF,
1651311,00000540,false,Rx,0,8,40,40,00,00,00,00,01,00,
1651312,0000029D,false,Rx,0,8,FF,FF,FF,FF,0F,FF,FF,FF,
1651315,000002C4,false,Rx,0,8,00,00,00,FF,FF,00,00,0F,
1653900,00000197,false,Rx,0,4,32,01,FE,FC,00,00,00,00,
1656685,00000199,false,Rx,0,6,7C,F0,E1,7E,00,20,00,00,
1656688,0000019A,false,Rx,0,6,32,F0,45,7F,00,10,00,00,
1656690,00000081,false,Rx,0,8,06,10,00,06,06,05,05,FF,
1660334,000000D9,false,Rx,0,8,A5,FC,00,10,00,F0,7F,CF,
1660336,000000A5,false,Rx,0,8,A6,06,FF,F7,FF,00,00,C1,
1660338,000000A7,false,Rx,0,7,B3,F6,FF,F0,FF,FF,0F,00,
1660340,000000DC,false,Rx,0,6,56,06,22,D0,07,EE,00,00,
1660342,00000095,false,Rx,0,8,64,68,96,00,00,F0,00,00,
1661497,000001CE,false,Rx,0,8,64,68,96,00,00,F0,00,00,
1661499,000001CF,false,Rx,0,8,64,68,96,00,00,F0,00,00,
1661502,00000302,false,Rx,0,7,A2,F0,B6,6F,01,00,00,00,
1663561,000001A1,false,Rx,0,5,95,C0,00,00,81,00,00,00,
1665578,000003A1,false,Rx,0,8,00,01,00,03,00,C0,00,F0,
1665581,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1665583,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1666681,0000019F,false,Rx,0,6,8E,F1,FA,7F,00,10,00,00,
1668125,000002E0,false,Rx,0,6,9E,F6,75,40,24,FF,00,00,
1668127,00000065,false,Rx,0,8,8F,84,30,03,FF,FF,FF,FF,
1669277,000002EB,false,Rx,0,8,35,F4,11,11,11,62,11,FF,
1670398,000000D9,false,Rx,0,8,F8,FD,00,10,00,F0,7F,CF,
1670401,000001AE,false,Rx,0,3,07,65,1A,00,00,00,00,00,
1670403,000001E4,false,Rx,0,8,0A,00,61,61,11,11,11,11,
1670405,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
1670407,00000145,false,Rx,0,3,C8,9F,F0,00,00,00,00,00,
1670409,000000FA,false,Rx,0,8,03,10,08,02,38,59,28,CA,
1671619,00000284,false,Rx,0,8,C8,80,0C,FF,FF,FF,FF,0F,
1673777,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
1674809,00000412,false,Rx,0,4,03,50,00,00,00,00,00,00,
1674812,00000414,false,Rx,0,4,03,54,00,00,00,00,00,00,
1676684,00000199,false,Rx,0,6,A8,F2,E1,7E,00,20,00,00,
1676688,0000019A,false,Rx,0,6,35,F2,40,7F,00,10,00,00,
1678465,000000CA,false,Rx,0,8,89,24,00,00,00,00,FD,F7,
1678468,00000094,false,Rx,0,8,03,50,00,00,FF,FF,FF,FF,
1678470,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
1679684,000001C0,false,Rx,0,8,E4,35,00,40,63,55,55,57,
1679687,00000376,false,Rx,0,3,1E,14,11,00,00,00,00,00,
1679688,000000D9,false,Rx,0,8,1F,FE,00,10,00,F0,7F,CF,
1679690,000000A5,false,Rx,0,8,FB,07,FF,F7,FF,00,00,C1,
1680830,000000A7,false,Rx,0,7,F5,F7,FF,F0,FF,FF,0F,00,
1680832,000000DC,false,Rx,0,6,3C,07,22,D0,07,EE,00,00,
1681912,00000163,false,Rx,0,8,F3,F2,04,25,13,15,04,F5,
1683460,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
1683462,00000197,false,Rx,0,4,BE,02,FE,FC,00,00,00,00,
1685658,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1685660,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1686683,0000019F,false,Rx,0,6,BC,F3,01,80,00,10,00,00,
1688104,0000036E,false,Rx,0,5,3C,FE,FE,FF,14,00,00,00,
1688107,000001DB,false,Rx,0,8,8C,00,0A,6E,50,08,1A,FF,
1688109,0000012F,false,Rx,0,8,5B,7C,FA,DD,FF,FF,FF,00,
1690414,000000D9,false,Rx,0,8,1E,F0,00,10,00,F0,7F,CF,
1690416,000000FA,false,Rx,0,8,05,86,12,08,76,76,76,00,
1690419,00000287,false,Rx,0,8,C1,0C,FE,F0,3D,FF,30,FD,
1690420,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
1691650,00000510,false,Rx,0,8,40,10,00,02,02,92,01,00,
1691652,00000173,false,Rx,0,8,6B,F1,00,02,20,00,D2,9F,
1695165,000000AB,false,Rx,0,8,7F,F9,04,00,00,D0,FF,FF,
1696713,00000199,false,Rx,0,6,C9,F4,E1,7E,00,20,00,00,
1696716,0000019A,false,Rx,0,6,54,F4,40,7F,00,10,00,00,
1697816,00000276,false,Rx,0,8,C0,00,00,00,00,C0,FF,FF,
1697818,00000220,false,Rx,0,8,62,A0,E5,FF,FF,FF,FF,FF,
1700328,000000D9,false,Rx,0,8,43,F1,00,10,00,F0,7F,CF,
1700331,000000A5,false,Rx,0,8,A7,08,FF,F7,FF,00,00,C1,
1700333,000000A7,false,Rx,0,7,30,F8,FF,F0,FF,FF,0F,00,
1700335,000000DC,false,Rx,0,6,40,08,22,D0,07,EE,00,00,
1700336,000003FD,false,Rx,0,5,C5,00,20,FF,FF,00,00,00,
1701434,00000201,false,Rx,0,8,EF,BA,21,CA,00,FF,F0,FF,
1701437,00000302,false,Rx,0,7,A7,F4,B6,6F,01,00,00,00,
1703505,000001A1,false,Rx,0,5,B2,C2,00,00,81,00,00,00,
1705679,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1705682,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1705685,0000019F,false,Rx,0,6,B4,F5,07,80,00,10,00,00,
1708374,0000003C,false,Rx,0,8,D1,A0,02,92,01,00,2A,FF,
1708377,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
1710404,000000D9,false,Rx,0,8,A4,F2,00,10,00,F0,7F,CF,
1710407,000000FA,false,Rx,0,8,05,FD,FD,FD,FD,FD,FD,E9,
1710409,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
1710412,0000030C,false,Rx,0,5,09,F5,FE,FF,14,00,00,00,
1711557,00000265,false,Rx,0,8,F1,66,88,13,70,30,FF,FF,
1711562,0000031C,false,Rx,0,8,FF,3F,FF,FF,09,00,40,FD,
1713339,000002A7,false,Rx,0,5,8F,F0,FE,FF,14,00,00,00,
1713342,000001C3,false,Rx,0,8,4B,48,00,00,00,00,00,00,
1713343,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
1713346,00000197,false,Rx,0,4,31,03,FE,FC,00,00,00,00,
1713348,000001DD,false,Rx,0,8,00,00,00,F0,FF,FF,FF,FF,
1716098,0000021D,false,Rx,0,8,00,00,00,FF,FF,FF,FF,FF,
1716102,00000203,false,Rx,0,8,FF,88,00,FF,FF,FF,00,C0,
1716103,00000199,false,Rx,0,6,1D,F6,E1,7E,00,20,00,00,
1716105,0000019A,false,Rx,0,6,80,F6,40,7F,00,10,00,00,
1718875,000002EB,false,Rx,0,8,68,F5,11,11,11,62,11,FF,
1718877,000001E4,false,Rx,0,8,57,01,61,61,11,11,11,11,
1718880,000001C0,false,Rx,0,8,03,36,00,40,63,55,55,57,
1720336,000000D9,false,Rx,0,8,F9,F3,00,10,00,F0,7F,CF,
1720339,000000A5,false,Rx,0,8,FA,09,FF,F7,FF,00,00,C1,
1720340,000000A7,false,Rx,0,7,76,F9,FF,F0,FF,FF,0F,00,
1720342,00000095,false,Rx,0,8,64,68,96,00,00,F0,00,00,
1720344,000000DC,false,Rx,0,6,2A,09,22,D0,07,EE,00,00,
1721499,000001CE,false,Rx,0,8,64,68,96,00,00,F0,00,00,
1721502,000001CF,false,Rx,0,8,64,68,96,00,00,F0,00,00,
1721504,0000032B,false,Rx,0,8,C0,00,33,39,FF,FF,FF,FF,
1723456,000001A1,false,Rx,0,5,2F,C3,00,00,81,00,00,00,
1723458,00000384,false,Rx,0,8,FF,FF,F7,FF,FF,FF,FF,FF,
1725681,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1725684,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1725686,000003AF,false,Rx,0,8,50,FD,26,FF,FF,FF,FF,FF,
1725688,0000019F,false,Rx,0,6,2E,F7,03,80,00,10,00,00,
1728167,000001DB,false,Rx,0,8,8C,00,0A,6E,50,08,1A,FF,
1729732,000001BB,false,Rx,0,8,FF,FF,00,FF,FF,FF,FF,FF,
1729733,000000D9,false,Rx,0,8,77,F4,00,10,00,F0,7F,CF,
1730794,000000FA,false,Rx,0,8,00,04,00,E0,7F,01,0A,C4,
1730795,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
1734667,000001B3,false,Rx,0,8,C4,12,00,0D,00,FF,FF,98,
1736662,00000199,false,Rx,0,6,B0,F8,EB,7E,00,20,00,00,
1736663,0000019A,false,Rx,0,6,2D,F8,4A,7F,00,10,00,00,
1738410,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
1740308,000000D9,false,Rx,0,8,2A,F5,00,10,00,F0,7F,CF,
1740309,000000A5,false,Rx,0,8,1D,0A,FF,F7,FF,00,00,C1,
1740310,000002F4,false,Rx,0,2,00,00,00,00,00,00,00,00,
1740310,000000A7,false,Rx,0,7,BC,FA,FF,F0,FF,FF,0F,00,
1740311,000000DC,false,Rx,0,6,94,0A,22,D0,07,EE,00,00,
1741752,00000173,false,Rx,0,8,E5,F6,00,02,20,00,D2,9F,
1741753,00000302,false,Rx,0,7,A8,F8,B6,6F,01,00,00,00,
1743514,000001A1,false,Rx,0,5,DB,C4,00,00,81,00,00,00,
1743515,00000197,false,Rx,0,4,BB,04,FE,FC,00,00,00,00,
1745642,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1745642,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
1746716,0000019F,false,Rx,0,6,76,F9,07,80,00,10,00,00,
1748394,000002A5,false,Rx,0,2,FE,FE,00,00,00,00,00,00,
1750166,000002BB,false,Rx,0,5,A9,F7,3F,00,F2,00,00,00,
1750168,000000D9,false,Rx,0,8,CD,F6,00,10,00,F0,7F,CF,
1750168,000000FA,false,Rx,0,8,02,C0,08,00,C8,07,D0,D7,
1750169,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
1751341,00000201,false,Rx,0,8,03,BB,34,CA,00,FF,F0,FF,
1751342,000002C4,false,Rx,0,8,00,00,00,FF,FF,00,00,0F,
1751342,0000029D,false,Rx,0,8,FF,FF,FF,FF,0F,FF,FF,FF,
1753806,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
1756664,00000199,false,Rx,0,6,47,FA,CD,7E,00,20,00,00,
1756665,0000019A,false,Rx,0,6,F9,FA,4A,7F,00,10,00,00,
1758573,000000CA,false,Rx,0,8,D4,25,00,00,00,00,FD,F7,
